Average Stock,Business Segment,Business Type,Lead Behaviour Profile,Lead Type,Mql Id,Sdr Id,Seller Id (Closed Deals),Sr Id,Won Date,Won Date1,Won Month,Won Year,Declared Monthly Revenue,Declared Product Catalog Size,Has Company,Has Gtin
,car_accessories,reseller,cat,online_big,299d8968ef74c5086cb3ee21f13ed27a,56bf83c4bb35763a51c2baab501b4c67,377bc18334c78dd2f1535ef22a3ad225,85fc447d336637ba1df43e793199fbc8,3/7/2018 11:08:32 PM,"March 7, 2018",March 2018,2018,0,,,
,car_accessories,reseller,cat,offline,e9dcae4d924ac8fff2334db6e5b99482,9d12ef1a7eca3ec58c545c678af7869c,51fdd5d43db628fada4588f89aba3e8e,de63de0d10a6012430098db33c679b0b,4/11/2018 10:19:49 PM,"April 11, 2018",April 2018,2018,0,,,
,fashion_accessories,reseller,eagle,online_medium,081c243a74472af67b65145cff5221c7,4b339f9567d060bcea4f5136b9f5949e,58f1a6197ed863543e0136bdedb3fce2,c638112b43f1d1b86dcabb0da720c901,2/27/2018 6:30:22 PM,"February 27, 2018",February 2018,2018,0,,,
,household_utilities,reseller,,online_big,39ecc5282d4511dca4c757113e1312d1,a8387c01a09e99ce014107505b92388c,65febd49fd28ec955651299159b1f527,d3d1e91a157ea7f90548eef82f1955e3,3/19/2018 7:58:47 PM,"March 19, 2018",March 2018,2018,0,,,
,car_accessories,reseller,cat,offline,02c1f06978b821b2996ec257932f2947,f42a2bd194f7802ab052a815c8de65b7,9b1585752613ec342d03bbab9997ec48,de63de0d10a6012430098db33c679b0b,5/11/2018 4:22:51 PM,"May 11, 2018",May 2018,2018,0,,,
,household_utilities,reseller,cat,online_top,072446c6aa02c85a9a91d6a75116def5,068066e24f0c643eb1d089c7dd20cd73,cbf09e831b0c11f6f23ffb51004db972,de63de0d10a6012430098db33c679b0b,4/10/2018 8:20:00 PM,"April 10, 2018",April 2018,2018,0,,,
,health_beauty,reseller,cat,online_medium,0d8b45d95dc4bd9712dc67f87db79a8e,56bf83c4bb35763a51c2baab501b4c67,4f0d637c1197fd65405ebd755ac9f86b,de63de0d10a6012430098db33c679b0b,3/12/2018 10:20:49 PM,"March 12, 2018",March 2018,2018,0,,,
1-5,household_utilities,manufacturer,eagle,online_small,f88920d4589dae7abec2eb05fca153e3,9d12ef1a7eca3ec58c545c678af7869c,026c6180cd86d6069dad573ce69b465e,068066e24f0c643eb1d089c7dd20cd73,10/3/2018 2:28:55 PM,"October 3, 2018",October 2018,2018,0,4,,
,home_decor,manufacturer,,online_medium,10b83e434ddcd9c79ad2b9be2fd0aa84,fdb16d3cbbeb5798f2f66c4096be026d,0691fc6052b1918d775ac6ff8275eb01,fbf4aef3f6915dc0c3c97d6812522f6a,1/12/2018 3:00:00 AM,"January 12, 2018",January 2018,2018,0,,,
,food_drink,manufacturer,cat,industry,dcebacc996ed40656c7097704c600386,09285259593c61296eef10c734121d5b,d50f6d198921d51b24544738b29d2b0e,85fc447d336637ba1df43e793199fbc8,6/4/2018 3:55:12 PM,"June 4, 2018",June 2018,2018,0,,,
50-200,construction_tools_house_garden,manufacturer,wolf,industry,e4dcab5f7c33b62eb67f0a87c1b7f162,4b339f9567d060bcea4f5136b9f5949e,9485222b0bad29d3b0e860fa5ec1fdd4,9749123c950bf8363ace42cb1c2d0815,9/13/2018 5:00:00 AM,"September 13, 2018",September 2018,2018,0,100,1,0
,watches,reseller,,online_top,9f73f765160d33280216b73b6378c068,068066e24f0c643eb1d089c7dd20cd73,28fadc495e06e64b5d15d54959f2cee1,c638112b43f1d1b86dcabb0da720c901,1/31/2018 5:18:47 PM,"January 31, 2018",January 2018,2018,0,,,
,health_beauty,manufacturer,,online_big,fe75268bb28b40ef89979d0ec2c54497,068066e24f0c643eb1d089c7dd20cd73,dbdd0ec73a4817971d962698f2fea022,fbf4aef3f6915dc0c3c97d6812522f6a,2/2/2018 2:08:11 PM,"February 2, 2018",February 2018,2018,0,,,
,construction_tools_house_garden,reseller,cat,industry,bd0c413c4350a9a29fb9bec5de64e2a6,9d12ef1a7eca3ec58c545c678af7869c,2aeedd049dc20e7171f43110fd0d6821,495d4e95a8cf8bbf8b432b612a2aa328,6/13/2018 6:37:42 PM,"June 13, 2018",June 2018,2018,0,,,
,health_beauty,reseller,cat,online_small,409b474080e928bbb5664659407b5947,34d40cdaf94010a1d05b0d6212f9e909,6a60bd6a4afd5fc86b75b47ec502df7b,de63de0d10a6012430098db33c679b0b,5/16/2018 7:48:30 PM,"May 16, 2018",May 2018,2018,0,,,
,food_supplement,manufacturer,eagle,online_small,2b73fd917ee9cc38ec528df06d5b8561,b90f87164b5f8c2cfa5c8572834dbe3f,46bec94e1e0fc413b6adb1d1bd175477,85fc447d336637ba1df43e793199fbc8,5/25/2018 6:36:57 PM,"May 25, 2018",May 2018,2018,0,,,
,home_office_furniture,manufacturer,,online_medium,06f38e7909709a72b521a4a9d1c05841,de63de0d10a6012430098db33c679b0b,73df8d9e8f8c54d0d42feb9bf58c718c,d3d1e91a157ea7f90548eef82f1955e3,6/5/2018 11:47:22 PM,"June 5, 2018",June 2018,2018,0,,,
,food_drink,manufacturer,cat,industry,8928ccba6d94d5f1481c1065330c6066,f42a2bd194f7802ab052a815c8de65b7,dd22fbe4df5d84be25176054640b696d,fbf4aef3f6915dc0c3c97d6812522f6a,6/11/2018 2:36:11 PM,"June 11, 2018",June 2018,2018,0,,,
,fashion_accessories,reseller,,online_small,58b26e6eaeb6ed078b51e6cde7925d71,4b339f9567d060bcea4f5136b9f5949e,2aa8585964d74f71e334a6c3de2ddc27,4ef15afb4b2723d8f3d81e51ec7afefe,2/5/2018 7:36:39 PM,"February 5, 2018",February 2018,2018,0,,,
,car_accessories,reseller,cat,offline,15992174039ff729f588d6c82cf022c1,de63de0d10a6012430098db33c679b0b,6cd5309bfee39493f71de0350e837b3d,c638112b43f1d1b86dcabb0da720c901,2/15/2018 7:21:28 PM,"February 15, 2018",February 2018,2018,0,,,
,toys,reseller,cat,online_medium,239ce949b3bcb25a0c47779fe37c80e0,9d12ef1a7eca3ec58c545c678af7869c,caa9bc43a9fe8cf9c564ddd8a03cc4a6,4ef15afb4b2723d8f3d81e51ec7afefe,3/28/2018 6:09:52 PM,"March 28, 2018",March 2018,2018,0,,,
,home_decor,reseller,,online_medium,b8bb2a1d59f4ecae0646fc039b75391e,56bf83c4bb35763a51c2baab501b4c67,fe87f472055fbcf1d7e691c00b1560dc,495d4e95a8cf8bbf8b432b612a2aa328,1/23/2018 1:41:16 PM,"January 23, 2018",January 2018,2018,0,,,
200+,health_beauty,reseller,wolf,online_small,6d78dcbeb39103c047f486abd2519ee4,e7dff61b78bebffa71678e126ce669ad,366b6b05f39997f102dc5179de14d43c,9749123c950bf8363ace42cb1c2d0815,10/1/2018 2:27:47 PM,"October 1, 2018",October 2018,2018,210000,200,1,1
5-20,perfume,reseller,eagle,online_medium,4fbe9e8a0ace3a44f0a9e1d7fe41da02,e7dff61b78bebffa71678e126ce669ad,9169e322ad3419286d1e5ee8f1c3b3f0,34d40cdaf94010a1d05b0d6212f9e909,11/1/2018 4:36:16 PM,"November 1, 2018",November 2018,2018,15000,20,1,1
,sports_leisure,reseller,,online_medium,6c6094f256f51e83fe02bce6091163e7,068066e24f0c643eb1d089c7dd20cd73,da4d149c0ddbac90557103ac0a0ec356,6565aa9ce3178a5caf6171827af3a9ba,1/11/2018 6:16:48 PM,"January 11, 2018",January 2018,2018,0,,,
,fashion_accessories,,cat,online_medium,0b32d6a87c09c32b3cd90dfd5ef5699f,a8387c01a09e99ce014107505b92388c,4dd7866cf496e0c2fcfc93a4589dc1be,2695de1affa7750089c0455f8ce27021,4/27/2018 4:04:06 PM,"April 27, 2018",April 2018,2018,0,,,
,household_utilities,reseller,cat,offline,f63f7107398c54c17b5d14eadfa76842,34d40cdaf94010a1d05b0d6212f9e909,bc2579cde838eb0fa8477f7efb1298d1,068066e24f0c643eb1d089c7dd20cd73,5/10/2018 10:10:08 PM,"May 10, 2018",May 2018,2018,0,,,
,audio_video_electronics,reseller,wolf,online_medium,10fa97233fb64af4b6ce8316d0bc2eca,4b339f9567d060bcea4f5136b9f5949e,693660429f9dc4ff704eb3d88dad54d7,6565aa9ce3178a5caf6171827af3a9ba,5/25/2018 11:25:11 PM,"May 25, 2018",May 2018,2018,0,,,
,household_utilities,reseller,cat,offline,cdd41e8e7e609526df11a959b953cc0d,34d40cdaf94010a1d05b0d6212f9e909,7d7866a99a8656a42c7ff6352a433410,068066e24f0c643eb1d089c7dd20cd73,5/31/2018 12:29:56 AM,"May 31, 2018",May 2018,2018,0,,,
,fashion_accessories,reseller,,industry,3c13b54db21952663b5775d142be0ed2,fdb16d3cbbeb5798f2f66c4096be026d,657969cca82e884d272385ec0ef06edd,060c0a26f19f4d66b42e0d8796688490,2/8/2018 8:03:20 PM,"February 8, 2018",February 2018,2018,0,,,
,audio_video_electronics,reseller,cat,online_small,a0604c9d9ef23fbf7cb7be5091201041,b90f87164b5f8c2cfa5c8572834dbe3f,b7140ce94c4514bf136a2c3f98e0476c,d3d1e91a157ea7f90548eef82f1955e3,7/31/2018 10:01:32 PM,"July 31, 2018",July 2018,2018,0,,,
,audio_video_electronics,reseller,eagle,industry,88e3fa7a7462c4ce017655ee2ea2ad46,4b339f9567d060bcea4f5136b9f5949e,a50397ac35dc51ce40c4c3117828e4ec,fbf4aef3f6915dc0c3c97d6812522f6a,3/28/2018 9:05:44 PM,"March 28, 2018",March 2018,2018,0,,,
,computers,reseller,cat,offline,867b587b7c0da5f1af73b47803e60859,a8387c01a09e99ce014107505b92388c,d65d93b215feab3f997441e1e0a98ca5,068066e24f0c643eb1d089c7dd20cd73,5/14/2018 9:26:01 PM,"May 14, 2018",May 2018,2018,0,,,
,bags_backpacks,manufacturer,eagle,online_small,5bee2861956d76fe35e91c33bc4a81b3,4b339f9567d060bcea4f5136b9f5949e,dda37071807e404c5bb2a1590c66326f,4ef15afb4b2723d8f3d81e51ec7afefe,3/26/2018 10:08:26 PM,"March 26, 2018",March 2018,2018,0,,,
,construction_tools_house_garden,reseller,cat,online_medium,1e2001dab6238763e58c775cba225a16,0cdad77786224a7cefea567b8c75c3c1,85be0b7181c48c393007b0002fdec79c,6565aa9ce3178a5caf6171827af3a9ba,4/30/2018 10:47:07 PM,"April 30, 2018",April 2018,2018,0,,,
,household_utilities,manufacturer,,online_medium,37d92d59a2b02e0256aa1d2bddcfa50d,4b339f9567d060bcea4f5136b9f5949e,671585f5a2af58b6e276bc01003c0d2b,4ef15afb4b2723d8f3d81e51ec7afefe,6/19/2018 9:54:25 PM,"June 19, 2018",June 2018,2018,0,,,
,home_decor,reseller,,online_medium,503831c6265361a08aa4113b4d867178,de63de0d10a6012430098db33c679b0b,4a1f694197d05fe70026b016a7316b41,4ef15afb4b2723d8f3d81e51ec7afefe,2/2/2018 12:25:23 PM,"February 2, 2018",February 2018,2018,0,,,
,home_decor,reseller,cat,online_medium,bc55d3363ee659d6ab6c908b932c7705,f42a2bd194f7802ab052a815c8de65b7,3d3ccf2b2f8134b10dce9dd446f0e075,2695de1affa7750089c0455f8ce27021,4/25/2018 8:28:42 PM,"April 25, 2018",April 2018,2018,0,,,
,home_decor,manufacturer,,online_medium,1b34d47c57a081fbfeec93a1065e69bd,068066e24f0c643eb1d089c7dd20cd73,2cb6eb1b7185064167657fa09f541105,fbf4aef3f6915dc0c3c97d6812522f6a,1/15/2018 6:14:00 PM,"January 15, 2018",January 2018,2018,0,,,
,construction_tools_house_garden,reseller,shark,offline,fef0383cea937628ff95eb48ba1ffd17,4b339f9567d060bcea4f5136b9f5949e,0fe3372ef9bebf177e6cb95fa0340fb6,2695de1affa7750089c0455f8ce27021,8/20/2018 3:15:36 PM,"August 20, 2018",August 2018,2018,0,,,
,construction_tools_house_garden,manufacturer,cat,online_medium,f89b10e626692ac7a87c19d69f261db2,a8387c01a09e99ce014107505b92388c,964cb238d75d1e6c6e1f88adcdf14f42,060c0a26f19f4d66b42e0d8796688490,3/7/2018 3:24:51 PM,"March 7, 2018",March 2018,2018,0,,,
,toys,manufacturer,,industry,1d0949fd6674f963b44662838ef3ae09,fdb16d3cbbeb5798f2f66c4096be026d,167bde8a09cb3196874f3f7e2753a98d,9ae085775a198122c5586fa830ff7f2b,1/29/2018 9:43:42 PM,"January 29, 2018",January 2018,2018,0,,,
,audio_video_electronics,reseller,,online_medium,a463cac2327534f6f02563ffbdf92918,fdb16d3cbbeb5798f2f66c4096be026d,c84592044b180dec206770c38603814b,4ef15afb4b2723d8f3d81e51ec7afefe,1/30/2018 7:06:36 PM,"January 30, 2018",January 2018,2018,0,,,
,pet,reseller,eagle,online_big,4b4234f02431d2179f5d18fd1db0ef8e,9d12ef1a7eca3ec58c545c678af7869c,c3e1abd72a42fe690fcd89cf5720fe29,d3d1e91a157ea7f90548eef82f1955e3,4/27/2018 2:40:32 PM,"April 27, 2018",April 2018,2018,0,,,
,car_accessories,reseller,eagle,industry,05ede5cedad6c61ef99376296b0699ef,068066e24f0c643eb1d089c7dd20cd73,4d0041cdbe51b4617d95c70b19decc74,85fc447d336637ba1df43e793199fbc8,4/20/2018 9:29:22 PM,"April 20, 2018",April 2018,2018,0,,,
,car_accessories,reseller,,offline,8aa7c17161d6a6270218e8a7b0806263,4b339f9567d060bcea4f5136b9f5949e,4e0bb097aa0fb4e2f9a146b77698427a,495d4e95a8cf8bbf8b432b612a2aa328,1/19/2018 3:00:00 AM,"January 19, 2018",January 2018,2018,0,,,
,health_beauty,manufacturer,,online_small,90d2301e323b1809708324229782def2,de63de0d10a6012430098db33c679b0b,77e81c45f03c23a7b43dbb0bdd905dff,fbf4aef3f6915dc0c3c97d6812522f6a,1/12/2018 2:49:28 PM,"January 12, 2018",January 2018,2018,0,,,
,health_beauty,reseller,,online_medium,e5d0a99e3684733914f594116839e0c2,fdb16d3cbbeb5798f2f66c4096be026d,2fa13c8bd5705d279f7ed5cc9ec61c68,fbf4aef3f6915dc0c3c97d6812522f6a,1/18/2018 3:00:00 AM,"January 18, 2018",January 2018,2018,0,,,
,music_instruments,reseller,wolf,online_small,790d8fa56e05ff05080e6e66fae0272a,4b339f9567d060bcea4f5136b9f5949e,9e54d45e5f30ed4f296bd25d4edada20,4ef15afb4b2723d8f3d81e51ec7afefe,4/4/2018 10:55:17 PM,"April 4, 2018",April 2018,2018,0,,,
,health_beauty,reseller,wolf,industry,0c117e6a0b3f700bd997a11500a5c2e2,4b339f9567d060bcea4f5136b9f5949e,596d3b6f78d5a703bfce24b801d2fbdb,de63de0d10a6012430098db33c679b0b,6/26/2018 7:13:29 PM,"June 26, 2018",June 2018,2018,0,,,
,computers,reseller,wolf,online_medium,3461d99a30c72933c66cac4f1c02bd14,4b339f9567d060bcea4f5136b9f5949e,18e694e0e48ed6f7aa3f24aade5fd697,d3d1e91a157ea7f90548eef82f1955e3,3/27/2018 5:00:00 AM,"March 27, 2018",March 2018,2018,0,,,
,handcrafted,,eagle,online_medium,0338bf13624f52beaca91ec4a23c860c,9d12ef1a7eca3ec58c545c678af7869c,667ee4b0aece58908fae3fd1649b7e6c,495d4e95a8cf8bbf8b432b612a2aa328,4/30/2018 3:30:05 PM,"April 30, 2018",April 2018,2018,0,,,
,music_instruments,reseller,eagle,online_big,245e57794c369c8617378e285ee9755c,9749123c950bf8363ace42cb1c2d0815,fd435faa3c0422b60440ea3480d0e77c,d3d1e91a157ea7f90548eef82f1955e3,7/26/2018 7:03:01 PM,"July 26, 2018",July 2018,2018,0,,,
,construction_tools_house_garden,reseller,cat,online_big,b9ed46d1ff01c4fb8e3f2453091804d0,b90f87164b5f8c2cfa5c8572834dbe3f,7816cd9c5b1238e320545f5bf7eb80e8,4ef15afb4b2723d8f3d81e51ec7afefe,5/14/2018 9:41:58 PM,"May 14, 2018",May 2018,2018,0,,,
,stationery,reseller,,industry,38427015e9934ea855bd9adcdf32055f,fdb16d3cbbeb5798f2f66c4096be026d,713a71465d58d5315a36788861dfec4a,495d4e95a8cf8bbf8b432b612a2aa328,1/22/2018 6:43:36 PM,"January 22, 2018",January 2018,2018,0,,,
,computers,reseller,cat,online_top,c3daacb733cbbe636db5b70ace98d520,4b339f9567d060bcea4f5136b9f5949e,4d54524ebf3e26769edc397a2eb26462,4ef15afb4b2723d8f3d81e51ec7afefe,5/18/2018 3:05:14 PM,"May 18, 2018",May 2018,2018,0,,,
,home_office_furniture,reseller,eagle,online_medium,593f4a8705fd0d72d47efb651bdfb135,9d12ef1a7eca3ec58c545c678af7869c,8dc50970bc5ef0bf96e6dc401caf0c1c,4ef15afb4b2723d8f3d81e51ec7afefe,5/23/2018 11:00:58 PM,"May 23, 2018",May 2018,2018,0,,,
,home_decor,manufacturer,cat,online_medium,be8eca3856293b0591f6240af2b62091,0cdad77786224a7cefea567b8c75c3c1,c963a25b8671419c6ce9eebe8fd03218,c638112b43f1d1b86dcabb0da720c901,3/13/2018 4:51:54 PM,"March 13, 2018",March 2018,2018,0,,,
,stationery,manufacturer,cat,online_medium,42e63e1b4d6aa921fd566bdef26e5ef4,068066e24f0c643eb1d089c7dd20cd73,2aafae69bf4c41fbd94053d9413e87ee,fbf4aef3f6915dc0c3c97d6812522f6a,4/19/2018 4:13:04 PM,"April 19, 2018",April 2018,2018,0,,,
,audio_video_electronics,reseller,cat,online_medium,d57b5430f8c6a9fa9d91cb60bd237336,9e4d1098a3b0f5da39b0bc48f9876645,3c6b1149911003e599410f60c7735bc6,4ef15afb4b2723d8f3d81e51ec7afefe,2/28/2018 8:15:15 PM,"February 28, 2018",February 2018,2018,0,,,
50-200,small_appliances,reseller,"cat, wolf",online_big,3505514e9f9ba3724fc51cb3278e0e67,b90f87164b5f8c2cfa5c8572834dbe3f,9ebf0ac03992f6240c8339820ed03581,2695de1affa7750089c0455f8ce27021,8/2/2018 7:32:16 PM,"August 2, 2018",August 2018,2018,0,,1,1
,home_office_furniture,manufacturer,cat,offline,fdd68c10c38eb2811cbf1e13bc95b5a1,9d12ef1a7eca3ec58c545c678af7869c,65d5e688c5bba88c62953b3a97264d54,d3d1e91a157ea7f90548eef82f1955e3,4/18/2018 10:19:00 PM,"April 18, 2018",April 2018,2018,0,,,
,food_supplement,reseller,,online_top,f7066703eb3987f21f0d102ea8caaeb5,a8387c01a09e99ce014107505b92388c,013d100f608a64ec8275c038aedeb064,495d4e95a8cf8bbf8b432b612a2aa328,4/6/2018 4:15:21 PM,"April 6, 2018",April 2018,2018,0,,,
,household_utilities,manufacturer,cat,industry,8423896e04d8cc356ddbb29d4cc9288d,a8387c01a09e99ce014107505b92388c,d66c11a9572221d92fbb8c4897db5f9b,4ef15afb4b2723d8f3d81e51ec7afefe,4/14/2018 5:00:00 AM,"April 14, 2018",April 2018,2018,0,,,
5-20,perfume,reseller,cat,online_medium,54007efbb2ae51f02c995466f0738caa,b90f87164b5f8c2cfa5c8572834dbe3f,7d91f9d655df761fd0cf119733a61e74,9d12ef1a7eca3ec58c545c678af7869c,8/14/2018 3:56:57 PM,"August 14, 2018",August 2018,2018,0,400,1,1
,health_beauty,reseller,cat,online_beginner,1991b2c8479598ad84ed59f5446bb589,f42a2bd194f7802ab052a815c8de65b7,77d0bfeb12a6711682cc61a508f87313,85fc447d336637ba1df43e793199fbc8,5/23/2018 3:57:13 PM,"May 23, 2018",May 2018,2018,0,,,
,household_utilities,reseller,cat,online_medium,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,01fd077212124329bac32490e8ef80d9,85fc447d336637ba1df43e793199fbc8,3/29/2018 12:45:45 AM,"March 29, 2018",March 2018,2018,0,,,
,phone_mobile,reseller,eagle,online_medium,0c28423a88b5dbffd0d1ee2aec41efd0,4b339f9567d060bcea4f5136b9f5949e,c0199604c0ca0863cd20b95aadd24427,85fc447d336637ba1df43e793199fbc8,4/6/2018 11:43:37 PM,"April 6, 2018",April 2018,2018,0,,,
,home_office_furniture,reseller,cat,offline,af1ea7c59c7e37f0b95b48bc972ceb67,9d12ef1a7eca3ec58c545c678af7869c,7461606ae81596a71b8a98fd0f2460b2,56bf83c4bb35763a51c2baab501b4c67,5/25/2018 8:04:39 PM,"May 25, 2018",May 2018,2018,0,,,
,bed_bath_table,reseller,cat,online_big,cb92c899ab0e2c0fcf4d4e11e9930f6a,34d40cdaf94010a1d05b0d6212f9e909,9d213f303afae4983637247556438ede,a8387c01a09e99ce014107505b92388c,5/11/2018 2:46:58 PM,"May 11, 2018",May 2018,2018,0,,,
,home_decor,manufacturer,cat,online_small,6bdffb19c15963b8e630b6a1861b477f,34d40cdaf94010a1d05b0d6212f9e909,76bf0e3e7d311d9069d4512cc1a232d7,9e4d1098a3b0f5da39b0bc48f9876645,4/24/2018 4:19:33 PM,"April 24, 2018",April 2018,2018,0,,,
,car_accessories,reseller,cat,online_medium,834e43588167648b6f83961cf22f940e,4b339f9567d060bcea4f5136b9f5949e,4ff8d644ff76721b86fdc7c75c48d4a6,a8387c01a09e99ce014107505b92388c,5/11/2018 9:21:23 PM,"May 11, 2018",May 2018,2018,0,,,
,food_supplement,reseller,cat,online_small,688026f6edb29cc7c96b287b186b03c9,0a0fb2b07d841f84fb6714e35c723075,59ddca14932ec5557c099a51c4d5a58e,de63de0d10a6012430098db33c679b0b,4/27/2018 3:27:25 PM,"April 27, 2018",April 2018,2018,0,,,
,construction_tools_house_garden,reseller,cat,online_small,439c56de17208ac25a2abee9beca46f7,a8387c01a09e99ce014107505b92388c,8c9348f33ae3dada25c99c99ade2af78,56bf83c4bb35763a51c2baab501b4c67,4/25/2018 11:44:40 PM,"April 25, 2018",April 2018,2018,0,,,
5-20,sports_leisure,reseller,cat,online_small,ed1f42da2c5662307df13fe5648b05bf,34d40cdaf94010a1d05b0d6212f9e909,89c4c1dfaab405a37514bda5243b0206,a8387c01a09e99ce014107505b92388c,8/24/2018 5:00:00 AM,"August 24, 2018",August 2018,2018,0,100,,
,pet,manufacturer,cat,online_big,9577014358ebabb5010e7513a7439a82,370c9f455f93a9a96cbe9bea48e70033,f1b854361f4e15d5851b494df66f22b2,85fc447d336637ba1df43e793199fbc8,4/11/2018 6:05:14 PM,"April 11, 2018",April 2018,2018,0,,,
,car_accessories,reseller,wolf,online_medium,c6c02ef92aa0dcb6c333a27cfb22d47c,4b339f9567d060bcea4f5136b9f5949e,c8665a4dd081a2c436b1cd921079d0d9,6565aa9ce3178a5caf6171827af3a9ba,5/10/2018 7:13:16 PM,"May 10, 2018",May 2018,2018,0,,,
,household_utilities,reseller,eagle,online_medium,22c0b2a19a05fff19e92fab5a0b7728b,9d12ef1a7eca3ec58c545c678af7869c,138dbe45fc62f1e244378131a6801526,9e4d1098a3b0f5da39b0bc48f9876645,4/25/2018 7:19:34 PM,"April 25, 2018",April 2018,2018,0,,,
,audio_video_electronics,reseller,cat,offline,41fb0fd43593de7d24448de9f5aea38e,9e4d1098a3b0f5da39b0bc48f9876645,b25ec1aff84400104d63eadc3b3052fa,2695de1affa7750089c0455f8ce27021,3/19/2018 9:04:46 PM,"March 19, 2018",March 2018,2018,0,,,
,small_appliances,reseller,,online_big,7b27ab2fbcbe3b67935da0694742ed0e,de63de0d10a6012430098db33c679b0b,3917f19baf48b61b7c9a106ea10ad953,6565aa9ce3178a5caf6171827af3a9ba,2/16/2018 7:51:56 PM,"February 16, 2018",February 2018,2018,0,,,
,health_beauty,reseller,wolf,online_medium,bea6f48261d29b0dba555367e277f670,4b339f9567d060bcea4f5136b9f5949e,eb72802c83dc7547529c9546d1a9b8ef,6565aa9ce3178a5caf6171827af3a9ba,4/30/2018 7:43:10 PM,"April 30, 2018",April 2018,2018,0,,,
,sports_leisure,reseller,eagle,online_medium,84ca5950143557353793f24e65e1af22,0a0fb2b07d841f84fb6714e35c723075,b67d6c666e8dce1d078c882825e12704,6565aa9ce3178a5caf6171827af3a9ba,4/20/2018 4:26:36 PM,"April 20, 2018",April 2018,2018,0,,,
,bags_backpacks,reseller,cat,online_medium,68482ad368c7b9779cf50a7164815379,4b339f9567d060bcea4f5136b9f5949e,980640c45d7a4635885491d077167e4d,de63de0d10a6012430098db33c679b0b,5/24/2018 10:25:11 PM,"May 24, 2018",May 2018,2018,0,,,
,car_accessories,manufacturer,shark,offline,70699f79c6aeddeb2d322d7074c2f366,f42a2bd194f7802ab052a815c8de65b7,d84ecc09e7c9517825a219be37aca08b,2695de1affa7750089c0455f8ce27021,4/18/2018 9:26:35 PM,"April 18, 2018",April 2018,2018,0,,,
,household_utilities,reseller,cat,online_medium,29ed0987440c24898ae109b05a1d3f8e,b90f87164b5f8c2cfa5c8572834dbe3f,dc7192adf8ba09569261f4a8d576afe0,4ef15afb4b2723d8f3d81e51ec7afefe,5/11/2018 10:38:50 PM,"May 11, 2018",May 2018,2018,0,,,
,pet,reseller,cat,online_big,85fb7822c0e202d4b3bb8c1ad5e0280c,a8387c01a09e99ce014107505b92388c,43037711a5c131786d1633e96185d278,c638112b43f1d1b86dcabb0da720c901,3/15/2018 4:12:53 PM,"March 15, 2018",March 2018,2018,0,,,
,household_utilities,manufacturer,cat,online_medium,99bc9f7d864b6291861728d671d61890,a8387c01a09e99ce014107505b92388c,3b2386b23bc4807a467c2ea5770cdd80,495d4e95a8cf8bbf8b432b612a2aa328,4/24/2018 7:05:08 PM,"April 24, 2018",April 2018,2018,0,,,
,audio_video_electronics,reseller,cat,online_medium,0c1a046883bb8a4141228501feece7c1,4b339f9567d060bcea4f5136b9f5949e,c30eb4a935f1ea375393aa691a69b19c,2695de1affa7750089c0455f8ce27021,2/21/2018 1:30:22 PM,"February 21, 2018",February 2018,2018,0,,,
,home_decor,manufacturer,,online_medium,ab65e1a4d850fa15d38469a1ad02ce90,56bf83c4bb35763a51c2baab501b4c67,ffad1e7127fb622cb64a900751590acd,9ae085775a198122c5586fa830ff7f2b,2/2/2018 9:42:47 PM,"February 2, 2018",February 2018,2018,0,,,
,construction_tools_house_garden,manufacturer,cat,industry,2f45fb6d3d46af0423ad2813249ac4a2,56bf83c4bb35763a51c2baab501b4c67,7b98de631987e26dd6d803490c43a13c,56bf83c4bb35763a51c2baab501b4c67,5/8/2018 7:18:41 PM,"May 8, 2018",May 2018,2018,0,,,
,home_appliances,reseller,cat,online_top,c733f4f772bfa7b8702ccb81887f8333,068066e24f0c643eb1d089c7dd20cd73,77d81755dbf8e62faa0fb683e1a802c6,9e4d1098a3b0f5da39b0bc48f9876645,4/28/2018 5:00:00 AM,"April 28, 2018",April 2018,2018,0,,,
,small_appliances,reseller,cat,online_medium,a06df17094fd9599cad32555b897a0d3,f42a2bd194f7802ab052a815c8de65b7,70bf57d811208f8923b41bbd499a67a4,4ef15afb4b2723d8f3d81e51ec7afefe,6/8/2018 2:10:27 PM,"June 8, 2018",June 2018,2018,0,,,
,home_decor,manufacturer,cat,online_medium,a7949e3bfe0d90df9ba1700365ac42c9,56bf83c4bb35763a51c2baab501b4c67,4018093c0809ddcb1f633ed5cc3f5eb2,495d4e95a8cf8bbf8b432b612a2aa328,3/9/2018 6:24:41 PM,"March 9, 2018",March 2018,2018,0,,,
200+,watches,reseller,"shark, cat",online_medium,c2bb2199cb1cff125e02122597fbfb29,f42a2bd194f7802ab052a815c8de65b7,4de7a9f2b6acffd74c9f148f8902b854,2695de1affa7750089c0455f8ce27021,10/1/2018 2:31:26 PM,"October 1, 2018",October 2018,2018,0,,1,1
,food_drink,reseller,wolf,online_medium,5f7526ec1bdd6eebdf4f7d0054cfe163,4b339f9567d060bcea4f5136b9f5949e,bc8c8d665ec4664d286be0d521722b19,6565aa9ce3178a5caf6171827af3a9ba,4/17/2018 7:18:12 PM,"April 17, 2018",April 2018,2018,0,,,
