Product Category Name,Product Id (Products),Product Description Length,Product Height Cm,Product Length Cm,Product Name Length,Product Photos Qty,Product Weight G,Product Width Cm
brinquedos,bb1378aaa2d6f539069001a8dfda9a58,473,18,23,32,1,400,16
brinquedos,fd2168a1a9661512d53cb23d6d23ee02,1207,20,20,32,1,650,20
brinquedos,ee7250e9df8dc96851637180e9498509,1255,45,32,32,1,964,20
brinquedos,a79ae5e76295aa86fb2a41afaa708074,479,11,27,32,1,250,21
brinquedos,d8341864896312c9316d79675ade4d1b,670,8,58,32,1,750,25
brinquedos,7cda56607ef8d61eb1573d80f1b57ae3,346,16,40,32,1,700,26
brinquedos,fd9becacfcf0cebb9756687af69c716a,194,18,28,32,1,400,28
brinquedos,2ed3c385383d1c76dbed3bce88e5b468,577,18,64,32,1,1550,33
cama_mesa_banho,55363f487ca324087a49ddfcfb91b971,433,12,20,32,1,200,20
cama_mesa_banho,7358faf3ccce6ed3a2913667ffc1a395,1060,26,26,32,1,1900,23
cama_mesa_banho,1d4de03a6141ce2a2ae5a97f51cabb37,253,15,40,32,1,4050,23
cama_mesa_banho,046eee903d62294ffad4e38ae6aa730e,219,18,50,32,1,9325,28
cama_mesa_banho,5f896a5d3a7944fc986b28d1ecfe25e6,121,8,39,32,1,1000,33
cama_mesa_banho,7094fadc9773845c7d453e51b04289a8,253,9,33,32,1,1150,38
cama_mesa_banho,a9561ee69e9f8808eb4add53d720a447,376,50,50,32,1,24300,40
cama_mesa_banho,b7a812ed1b86b3b00e566dc29ba7ec7c,501,2,35,32,1,550,50
casa_conforto,136506394cd99737bf063eb20271b08e,285,18,45,32,1,1300,45
casa_conforto,9682ad2500ae8b2609e6a88eb0cbc5bb,373,30,45,32,1,1500,45
casa_construcao,c53d00b085ccb1d5efc1dd36c755e736,1334,20,90,32,1,12050,40
consoles_games,d8fc369e0b2d17b856119ff03276f198,265,9,22,32,1,600,12
consoles_games,9a31d1755410172ded96acb8fd59ba02,902,3,20,32,1,150,18
consoles_games,39e97f6d709c48e6b1cba11db9f0f545,208,3,19,32,1,300,30
construcao_ferramentas_construcao,3aa038240692a414f33eaf1d12a44ed1,120,16,16,32,1,3050,16
construcao_ferramentas_construcao,91025258cde9e3ab5c55b59dbc77cde2,424,11,25,32,1,333,19
construcao_ferramentas_iluminacao,2ed6a60d8d1687aa377a1d37746664eb,383,10,36,32,1,1800,36
construcao_ferramentas_jardim,0fb9aa9a6103872d8f580d721e099f89,1908,20,19,32,1,3863,19
cool_stuff,4142011fdc688f90a55e3101fcd43e2b,567,15,15,32,1,203,14
cool_stuff,1efd84ba20d23186f576a37baf64ae9d,133,12,18,32,1,200,16
cool_stuff,a760ef0bb70c954d79e62ec6023d380c,1115,23,24,32,1,1333,25
cool_stuff,5aa94fb8e895c82912cf9b8bea8fdff5,563,80,31,32,1,9500,54
eletrodomesticos_2,28dc766929435d5a8555ce85e2f82667,679,52,36,32,1,12783,31
eletrodomesticos_2,780130a191b7abd450d121ac7290d15b,111,12,49,32,1,14000,31
eletrodomesticos_2,36174802c8879b643cefc0511e7f06ed,500,68,59,32,1,30000,52
eletronicos,b111c38aa707bd7b20191b63b50803e3,336,3,17,32,1,200,12
eletronicos,36fc6e3cc37a14037506dde26d4e8655,460,7,25,32,1,100,16
eletronicos,a76d6212f99d1253fb7bcfe02ce87d8a,376,7,25,32,1,200,16
eletronicos,00f8c37377b038c9c791128d2f928111,302,15,19,32,1,100,17
eletronicos,591afedd45ae097827bf674a8491ea21,268,10,60,32,1,7900,60
eletroportateis,3117617b81eeaddd6d5a788a3d4230f1,665,5,30,32,1,100,11
esporte_lazer,192b332c511e484ea4f3f8b0526ee59d,480,14,16,32,1,500,11
esporte_lazer,19421075ae0b585f2dc13ff149e2119d,1797,16,16,32,1,150,11
esporte_lazer,d3c044bd42d84a79e3b0c42662806a48,3831,16,16,32,1,150,11
esporte_lazer,ea102536094cd45ff11f73dc8be9142e,220,12,16,32,1,1000,12
esporte_lazer,eb2498f29ee056e0a742e299639fe2ea,175,14,17,32,1,270,13
esporte_lazer,57aae7271c7c24614b0d663c6df83f35,1042,11,18,32,1,200,13
esporte_lazer,151259fe8ced305ca05dc771fc72d711,839,13,18,32,1,418,14
esporte_lazer,02a0c276d5a252215b48269dea73a6e7,963,15,20,32,1,300,15
esporte_lazer,1522a5bd5aab30ceb119c8fb8ec5a8f0,682,5,22,32,1,190,15
esporte_lazer,0a32970769398151da435910bce405e4,617,15,22,32,1,608,18
esporte_lazer,4565bb5b964cc42b49780586560c98e0,1200,3,25,32,1,850,19
esporte_lazer,5d111f6911df7bfe5ca68fc9b9251d51,486,15,25,32,1,400,20
esporte_lazer,8e2a1894cc1ec6fac43ab56efaef0411,227,15,35,32,1,250,20
esporte_lazer,2d110366dd24a714cb50dddc30b4101c,1961,17,16,32,1,250,22
esporte_lazer,55b22991373bc1fc844500be10faf60d,1068,32,23,32,1,1900,23
esporte_lazer,2b6aba96aca0f3f5f28779c8a4395f42,503,16,85,32,1,2700,26
esporte_lazer,9e070ed5cbb78c56d84cd29220d36490,536,37,49,32,1,1846,28
esporte_lazer,d4a9f03055ff0e12e1821a706f554322,3127,30,30,32,1,1200,30
esporte_lazer,62faaec8b29ac17a4222e8e4e575b4e1,112,4,77,32,1,850,45
fashion_bolsas_e_acessorios,0c46413e9062e5e91fdf39a9142427b5,434,3,17,32,1,100,12
fashion_bolsas_e_acessorios,5ba865074da5eba1460c298b574f9927,205,9,21,32,1,200,14
fashion_bolsas_e_acessorios,e2bfd71a5b97a19659d290e3d58a106f,816,5,16,32,1,100,16
fashion_esporte,700a315aa104dcf3ea345a850f746ec1,889,15,70,32,1,1500,65
fashion_roupa_feminina,b8b642aae03f19310f2dbeccf772b5d4,314,20,20,32,1,300,20
ferramentas_jardim,68cd3f9c7b7a1ccaf0b0b7c784999f54,1375,10,30,32,1,500,20
ferramentas_jardim,0e683e7a71fcb46d071a6b104a685927,389,32,25,32,1,2100,26
ferramentas_jardim,167eb9b9fa0dad61a47c00a96bccdf4d,349,78,62,32,1,30000,36
industria_comercio_e_negocios,cc94c5f27ae497887be368de47c43d6a,807,15,45,32,1,7400,45
informatica_acessorios,fd4a96848f84ddaabcdc5bdbf831a194,604,10,16,32,1,350,12
informatica_acessorios,908c23dd2b637d8ff1a4e593a5b249ee,711,14,16,32,1,150,12
informatica_acessorios,7f5e70ec16684ce95216327ff5f8dae8,195,12,18,32,1,125,12
informatica_acessorios,1df9ea4c24394047de1837c6f00673b3,604,15,16,32,1,150,13
informatica_acessorios,dbb67791e405873b259e4656bf971246,321,12,17,32,1,207,13
informatica_acessorios,fb4d1630e90ffc0922d25bffe2cd489e,1064,16,20,32,1,263,13
informatica_acessorios,2ebd1efaafab554412e27e0667cff2d8,322,11,19,32,1,500,15
informatica_acessorios,b47e709bbae4533598f806553accd469,498,9,18,32,1,200,16
informatica_acessorios,8e3eb37785e42b6b3721e459f1bfaaef,517,16,30,32,1,900,16
informatica_acessorios,a512b45196335938ab8e8efd63bc7d2b,450,5,16,32,1,150,20
informatica_acessorios,99b89f140f651db441848081814dd1a1,296,25,24,32,1,1000,21
informatica_acessorios,aecb90cb7f3c1fd62e50a51ce73659f3,483,18,28,32,1,800,23
livros_interesse_geral,ef2af887de5e84d6de178a621eb954e8,1011,2,16,32,1,500,11
livros_interesse_geral,bd9729be9e09e2334d76a6648475d328,443,12,28,32,1,280,21
livros_tecnicos,ebb7abe5ebd35c40595ab16a4ada5c9d,3408,2,23,32,1,550,16
livros_tecnicos,761a7d7da15ca2d6f0aaf29e22bd1479,1635,3,27,32,1,500,19
malas_acessorios,32cb082100ed973a2e3a6950214f8629,1356,77,40,32,1,19200,55
market_place,b29f3f48c076dfcdc3e055b93874657f,2770,28,25,32,1,1150,13
moveis_cozinha_area_de_servico_jantar_e_jardim,3e00f726a0e1eab8f2ae5137bf9bf54a,249,33,28,32,1,9350,28
moveis_decoracao,6f1ccca9f878a413a495487eb649ab32,240,15,40,32,1,700,11
moveis_decoracao,a8557b8cc2880e245f6e7b7dbb0cfb04,950,56,20,32,1,600,20
moveis_decoracao,07797d4315ce5c1570e0a484472e04b5,303,30,37,32,1,2300,20
moveis_decoracao,0534940d69bf94dc61c0e722b4168235,337,25,45,32,1,2300,20
moveis_decoracao,0e35a413d832e63c5d46101b7c88de0f,165,5,32,32,1,400,22
moveis_decoracao,f09200c710b69c7c562bd3b606eb69c9,206,8,33,32,1,750,25
moveis_decoracao,0e482d9064073154832a2311c821c668,191,5,30,32,1,450,30
moveis_decoracao,241dbc3b6d7c4b0ccb98a81a33df4e3e,599,35,30,32,1,5300,30
moveis_decoracao,e966f10c28b89ceb60d3c2dfb7144b12,310,13,49,32,1,4100,38
moveis_decoracao,4fcac8e09620cd87a5e5283e6748da67,470,82,42,32,1,22700,42
moveis_decoracao,788cfeffa94621a51f76df9232c26b3a,423,32,37,32,1,9900,50
moveis_decoracao,4ce81153410b379f2ccab68653ca5fe4,297,15,53,32,1,400,53
moveis_quarto,25e48b750d3cf285f85f7e605d13dc6d,728,17,57,32,1,18900,42
moveis_sala,acd8d7f70cb01e9251e4da67e8813ffd,787,10,33,32,1,12200,93
papelaria,e8f48f7c1f715c4178d57c50dc622da7,527,4,16,32,1,550,11
papelaria,b5e6d813290cd06e3015f41d246512e7,137,11,23,32,1,250,13
papelaria,5aa24a87e18df35c06a69ba91d6d8970,577,26,29,32,1,1047,19
perfumaria,49e9c574147c521a9bd39ab709a103f3,609,6,17,32,1,200,12
perfumaria,6020b332bb4a8888917d4844eba70bbe,265,13,19,32,1,8086,13
perfumaria,c6c1f263e076bd9c1f1640250a5d0c29,102,12,24,32,1,425,16
perfumaria,0602bc6086443c4e9b9e5ba88119ce08,219,12,21,32,1,133,19
perfumaria,d8c0c707d3724304033f593878cbf1e6,140,10,22,32,1,200,19
perfumaria,c344623528c017d4fa7c51cb56d17a98,703,14,23,32,1,552,19
perfumaria,86a6c57cf9b57ed5112c7c4262cb97dd,1088,20,20,32,1,300,20
perfumaria,e61721efa0db661f7cdc3d37663135e0,328,40,50,32,1,700,30
pet_shop,c307a1d1c7d01a99a5a2838efce96202,463,10,20,32,1,300,11
pet_shop,e3dd5a5b73bfbb610ada4ed74a6612b6,1244,13,17,32,1,138,14
pet_shop,a6883f92891e256b926bf8b9c40fbe9f,633,11,18,32,1,129,14
pet_shop,c82e581a3ec7e992cd06723b0caae96f,935,30,30,32,1,500,30
pet_shop,e0bdfa15e49283425504297eb6f95928,440,3,69,32,1,1250,45
relogios_presentes,d2e131d6f19ae0d665fc1a6c420b4f4c,352,14,19,32,1,660,16
relogios_presentes,d85c634ccca1e39041f2e692079dedf6,467,15,19,32,1,457,24
telefonia,44c3393093cceb78aa4174c28ec0ee40,385,3,19,32,1,75,11
telefonia,4ffa899df8e3d06efbdad07e76303eff,494,4,19,32,1,200,11
telefonia,c3b8f6be3507bb05fd83797f81f679bc,331,3,18,32,1,175,12
utilidades_domesticas,56f96b94cbba67352e072d40e4e02167,568,20,16,32,1,150,11
utilidades_domesticas,ca86ba8060f4ced18a06aabd5449028c,507,20,38,32,1,800,16
utilidades_domesticas,0a079e8cdc5ac7cd10e60923a7889546,224,15,25,32,1,500,20
utilidades_domesticas,06acd3480e6a1afb023ad0eb8cdeecca,374,22,26,32,1,500,21
utilidades_domesticas,bd82259f983e75ce84126405bf32205c,740,25,19,32,1,475,25
utilidades_domesticas,f0d1b9adbb40033054296d0ce2581aea,349,25,30,32,1,450,25
utilidades_domesticas,559602c54359e6b67d7cb7fa336d0ca9,197,16,50,32,1,1100,25
utilidades_domesticas,e71f3cd0a0ef69b7fd173b32322dc6da,251,30,30,32,1,600,30
utilidades_domesticas,72146711a2b027f714feab6d05476b25,480,30,38,32,1,6275,35
alimentos,4715eb4e21b1833327567e8c62ce5790,2787,9,16,33,1,150,11
alimentos,d6a246503bb84b2e0914e8a1dfb58a04,703,15,18,33,1,400,13
alimentos,5bf0a3751ac1a1c1253ef97a027b8c13,536,8,16,33,1,600,15
artigos_de_natal,ffef256879dbadcab7e77950f4f4a195,343,15,16,33,1,450,11
audio,88f2c10f7a675e2f7e5a00ec528d973a,346,16,20,33,1,1000,16
automotivo,daca0700540caccd14072597536e3632,2058,13,22,33,1,650,12
automotivo,4f969a12cc8cb60a5cce67cc3fc305cd,47,13,16,33,1,186,14
automotivo,719b8a11c153b5a391bd4cd11f0dc273,542,21,16,33,1,750,16
automotivo,362fe881d98a8832ec0152f279f8577c,67,19,48,33,1,2940,16
automotivo,ea82e1eb503f5120faffcb2ca132a600,215,4,40,33,1,300,30
bebes,aa0568a1b7093748a1922993f5817983,943,5,16,33,1,200,15
bebes,5f698c146787891b6b3023648609ea2e,1861,16,16,33,1,400,15
bebes,22d65c4f3ab25834df12163a3403da32,908,25,42,33,1,1000,15
bebes,af4895ef046adee58f5a0a4395769905,561,16,18,33,1,200,16
bebes,ce46f159003ee26ba91162851c94d82c,419,23,20,33,1,128,17
bebes,ba5e8c3caf51c548e15ac48cd838fc5c,360,15,40,33,1,3050,30
bebes,902a8b8bb0768e8562edc2d903337812,104,11,40,33,1,750,35
bebidas,0210b75f6f4de09dfc17a66803290f8a,2245,20,35,33,1,1800,20
beleza_saude,3c9196215083130155392c4e138fd7fc,611,11,16,33,1,300,11
beleza_saude,babebd0af88094b11c6374034e7347f5,1209,17,16,33,1,700,11
beleza_saude,6de9d1098d3eeb226f460acd98feff19,636,12,17,33,1,250,12
beleza_saude,bfd57168007502796abdf43ece7d8dd3,995,14,17,33,1,650,12
beleza_saude,0dce4d890959f0607b58e7475d13fc86,1230,8,20,33,1,600,13
beleza_saude,0ae6a95572c97bf4c2552e0d27762c5b,578,15,16,33,1,355,14
beleza_saude,51f876eb62be778c757503cf7f8a3b74,198,15,17,33,1,67,14
beleza_saude,0c3497a215eb37d2e70682bfde05c93a,222,10,16,33,1,150,15
beleza_saude,fe75529a267b76ac6e96f0c322a899a4,374,15,20,33,1,304,15
beleza_saude,3eb130ebc817c46e7f7e9c9b00b7f75a,431,30,16,33,1,1725,16
beleza_saude,64eb8b21706b8e2c733ba16bf02a1537,542,14,20,33,1,1100,16
beleza_saude,a779813bc20484d25e7dddbacab940a7,776,12,30,33,1,700,16
beleza_saude,c099dea24256de1aa15369a19d7c9712,597,10,33,33,1,2300,16
beleza_saude,c51aa2261d389a1105d4ef8b0a9a87ac,726,5,16,33,1,150,17
beleza_saude,d915345cf6ab72f6efb99f28633c3487,1622,15,18,33,1,125,17
beleza_saude,ffd34459c21034d1da6df9800de0d7a3,816,7,23,33,1,150,17
beleza_saude,c3040abf937069c3552391d63d89ece1,1693,10,30,33,1,550,17
beleza_saude,e178e8610a35f4d6c9b0934fb5e20e85,577,16,24,33,1,929,20
beleza_saude,1b34de23397f9ce6cd0f7afa27b60eac,3664,17,22,33,1,430,21
beleza_saude,ba0d049a05e69aa1b806f625df623063,1369,13,31,33,1,700,21
beleza_saude,3f9db4ff95890df33167856d315a05bc,443,23,23,33,1,1750,22
beleza_saude,2cb04e10eeaa0cc28bb0b7db018c9056,1093,27,27,33,1,1350,22
beleza_saude,bacbde3cf27796fc624ee5fd465065c4,1079,10,25,33,1,150,25
beleza_saude,4ac50dbde931c0a5ed8c33d3dc047351,1087,11,28,33,1,600,26
beleza_saude,7c6456ce44e4a343711f66c893e3e8fd,546,30,30,33,1,1200,30
brinquedos,b3527dfb6edff14e475198b5c8bdf85e,141,17,16,33,1,300,11
brinquedos,37d83d294c825fd69de0dea08933cf40,278,6,20,33,1,150,11
brinquedos,01a977e282d5884149e79181506c0941,168,25,23,33,1,900,11
brinquedos,2d5bb6fc16b9fb75539ddcd93de86aa4,234,10,17,33,1,500,12
brinquedos,28ec94b0adef9c07f96a03ec8dacf6f6,1223,12,17,33,1,600,12
brinquedos,76c9ee3e7933e2d1f88c093448065e06,1223,15,16,33,1,250,14
brinquedos,7f0c916c7cb73601e0a606a3c23a90d6,2329,16,16,33,1,150,16
brinquedos,677ea65357366d30a013af105b2c8a0f,416,13,17,33,1,450,16
brinquedos,e0df353ed6d11a723c8046c7aec42d62,669,19,31,33,1,630,16
brinquedos,9255fec6c5428d1d69871b8d98741e1f,77,14,17,33,1,250,17
brinquedos,30fe9c818bb5746a839886f256329d5e,189,32,70,33,1,5400,18
brinquedos,110e153a52beae118fe6dc43ef592e0b,646,30,35,33,1,850,20
brinquedos,b45e1c65cd9f63e06b57f502caf50b78,378,34,72,33,1,5000,20
brinquedos,8b2e2ee3c4042bdb5b3c5fa6b8663b33,1130,19,34,33,1,1750,21
brinquedos,0e669e3efedd9f3ab75fcbe334e1177e,628,12,60,33,1,1310,24
brinquedos,9da581af1760052f6c62b922a1793337,646,20,35,33,1,500,30
brinquedos,39c4b45f85d57630198b4da1688c13a0,234,19,33,33,1,578,33
brinquedos,d06368341277bf3414bd8e3b2b13189b,1936,23,33,33,1,2150,33
brinquedos,be764855458cd43b36c334faa773f7d5,364,31,50,33,1,10925,48
brinquedos,83d68ad4e5707409089afff26a40b2df,112,14,50,33,1,13150,104
cama_mesa_banho,b217a380fe548cd65a8d6f18a9c0eb28,435,12,16,33,1,400,11
cama_mesa_banho,b69e1a77c55daed30e26f8a1fc534424,435,12,20,33,1,200,20
cama_mesa_banho,a3349ee806d1e1e98d582a2aba5cedcd,471,20,105,33,1,350,20
cama_mesa_banho,3b42242085259cb66b6e577ae5173c76,1061,21,26,33,1,1600,23
cama_mesa_banho,9cfca0dc6dd43d12b7de84a5e1e0a429,237,3,39,33,1,750,27
cama_mesa_banho,72030f5a9528ee708f8d865fee65b29b,827,8,29,33,1,1150,28
cama_mesa_banho,321cea6c65a44a9abde31f677f976c63,247,18,38,33,1,1450,29
cama_mesa_banho,c0fc1b0ec16005c9a01f5795e23235c2,146,4,40,33,1,400,30
cama_mesa_banho,752aa5bbc175624474d9dc15558755e1,215,5,40,33,1,600,30
cama_mesa_banho,3626035966a7aaee90d68108caebd386,291,15,52,33,1,3175,31
cama_mesa_banho,6ce07ff93c0dbafa9df5c10038e41287,1061,26,26,33,1,4150,36
cama_mesa_banho,3a990745975b100adc6cb3a41a48464a,253,9,33,33,1,950,38
cama_mesa_banho,233316af7adf040484dbeccfecad6042,254,9,33,33,1,1250,38
climatizacao,ee300c0281d54f57ed53d622f7e8dbff,824,16,53,33,1,1000,11
climatizacao,a3f986f6c4400aa6545d224be435f812,451,30,30,33,1,1655,20
consoles_games,a2991de6738f2d54f64c929b3a648435,781,2,17,33,1,150,14
consoles_games,3d98ab25b3b0c893c78f2ce1dc31e1c4,379,16,20,33,1,389,16
consoles_games,8aea198b4506fe321e998a858a2e39c1,625,3,20,33,1,150,18
consoles_games,53fda2e4872a41ed984770d4c60a5211,1454,3,20,33,1,200,18
consoles_games,8abc2d73b55855c07b6888d4b21b3da6,1223,5,25,33,1,400,23
construcao_ferramentas_construcao,186b6a12d98fb8471271f204a82a7937,505,20,20,33,1,100,20
construcao_ferramentas_jardim,18301962305db63b0f3e995998075ffa,164,16,16,33,1,200,12
construcao_ferramentas_jardim,522a61b8bf90717d1dede67a67459a4a,164,16,16,33,1,800,12
construcao_ferramentas_seguranca,08208bc1d6a06c114cb662f3b2c95e05,219,5,20,33,1,400,20
cool_stuff,d7d5562fce331ad958ca6f57057b3526,910,25,42,33,1,700,15
cool_stuff,68c923fddf7f83316b53252eaf830724,892,25,42,33,1,1000,15
cool_stuff,ad7c531c2001111873dcfed9d8317439,895,25,42,33,1,1000,15
cool_stuff,9295e6204ae4b6e0948ab60d4ee304f7,908,25,42,33,1,1000,15
cool_stuff,e3a3f867448d4e54c737944db7122dbd,895,25,42,33,1,1100,15
cool_stuff,cfd652b39b87b4e06cf4ea106a32db47,659,25,42,33,1,1250,15
cool_stuff,49dbea290802d8ca27cfebececcaa1a2,658,25,42,33,1,1350,15
cool_stuff,da2d3c0905cbb6888fc1ca9a18f38ba3,658,25,42,33,1,1400,15
cool_stuff,daa46fa57a171867a99dcc8a71ec21cd,658,25,42,33,1,1400,15
cool_stuff,2b9496ed8ff2f7b2003258b94a58772b,673,25,42,33,1,1400,15
cool_stuff,8c1a8cf9502b112acc0012cf14de7c0b,893,25,42,33,1,1400,15
cool_stuff,e05f6c9ef4c09b0023547314e07c5d64,650,25,42,33,1,1450,15
cool_stuff,601a360bd2a916ecef0e88de72a6531a,897,25,42,33,1,1600,15
cool_stuff,246d85d18978e56d249ebaf657bb44bc,677,25,42,33,1,1650,15
cool_stuff,9cfb95272c4cd1e98619d3bdea888a7c,604,25,42,33,1,1700,15
cool_stuff,dad27486af34282fef3bef995d0fda7b,604,25,42,33,1,2050,15
cool_stuff,ccc4bd1600ccbb62e417409efc8301c2,1295,20,28,33,1,250,16
cool_stuff,0daaaee8a33938591e1d5b980e65046e,434,6,22,33,1,550,22
cool_stuff,b47796afaf2c2ed23e1fe1c000ee33ac,551,29,27,33,1,700,22
cool_stuff,1a38458ed0e1d16259ef2a8c30ef91c6,825,40,40,33,1,900,30
cool_stuff,4acecc563402664291309d5f9d5cafc7,825,40,40,33,1,900,30
cool_stuff,2576da05088cd972479bd9072e0e84a2,893,40,40,33,1,950,30
cool_stuff,3c863457e83bc6cbf703702c610c5d3a,893,40,40,33,1,1000,30
cool_stuff,aadd486ebe3c20e6e07fa2a40d557a00,893,40,40,33,1,1000,30
cool_stuff,94d0a616574879b4edcd299f6b9e4dad,908,40,40,33,1,1000,30
cool_stuff,6169cdc0468023121be6baa425e3bc6f,659,40,40,33,1,1250,30
cool_stuff,9f539788ca1a54b65b430fb7b346a1e1,673,40,40,33,1,1400,30
cool_stuff,cc47c0863559499f01b4cad750929d10,604,40,40,33,1,2050,30
cool_stuff,62c4a44b3b77e0ccc706446ca23833b1,325,7,32,33,1,450,32
dvds_blu_ray,65ffac7c6e6c38822b7fa3f801511114,668,2,20,33,1,200,14
eletrodomesticos,9c5cec867c62c0ec4674b002eb1c3e0c,94,46,54,33,1,15875,32
eletrodomesticos,92ff4701412588ba89562a5da013c537,96,21,63,33,1,21000,37
eletrodomesticos_2,6a1281ddeb8279b7748a31ffe3e479b4,111,42,42,33,1,6600,26
eletrodomesticos_2,99c97d191bcc87e072acc4521bce44d4,111,14,44,33,1,7350,30
eletronicos,bcaccccaa0255d8132172dfe9c10ab2e,198,6,22,33,1,150,16
eletronicos,c98bf47f7bea8f3aee82fa023786b8a1,63,11,63,33,1,6185,20
eletronicos,f2e024d05f3ba35de72a41c503d819a9,588,35,26,33,1,1650,26
eletroportateis,dfa595aa098b1c2b6d2af8f1e08ade44,53,45,16,33,1,650,35
eletroportateis,c61cd4826ecfb4760797ad42c92ff8b1,395,39,28,33,1,3700,39
esporte_lazer,5c77339ada5044e33450d5c2660692e0,2146,16,16,33,1,150,11
esporte_lazer,421730bc1e40e869255cc20542bd2444,150,25,16,33,1,300,11
esporte_lazer,5d5288d3096b9becaa3566f64fe88110,656,12,16,33,1,300,12
esporte_lazer,8c832a513b94b1ded5579b054615dc20,791,8,18,33,1,250,14
esporte_lazer,c62af29c3eb929d6ceaf29e52fc433cc,1375,8,18,33,1,300,14
esporte_lazer,35c4a5bb0f191b77c8900661f047250b,186,26,23,33,1,1013,15
esporte_lazer,78cff417987f620d4277395265379d6a,1153,16,16,33,1,200,16
esporte_lazer,d1f3ec866eaedeeeae5b3c7f61559290,736,16,16,33,1,450,16
esporte_lazer,0deb7c87c4ffc9afc99fcd59abf45231,758,17,17,33,1,197,16
esporte_lazer,72ebbdf0bf7a61d4772ff4d2e90d8b86,636,14,20,33,1,425,17
esporte_lazer,be703d525c52c707f23b14fa068a1d46,581,10,20,33,1,950,20
esporte_lazer,873ecb2fd02d35f52e5820550e538e72,579,10,20,33,1,11900,20
esporte_lazer,fb1c85ab4adb8f0fd63d3e2156e51f4b,2213,20,20,33,1,217,20
esporte_lazer,8d29be6478bbde713745b8f567edc734,556,11,23,33,1,600,20
esporte_lazer,cb9ebc2581c01de678351c46f55f7f7f,693,20,22,33,1,856,21
esporte_lazer,056063b2634974ef86ccb7da2d3d0dbf,315,20,30,33,1,1431,21
esporte_lazer,b7a58cab4a8f4016e27298891cbf47e6,751,17,16,33,1,200,22
esporte_lazer,8fd665e89eee18f08d9973b0602e1387,829,14,22,33,1,600,22
esporte_lazer,95c1a931a9c24a30577e9af5a5c420ea,959,15,25,33,1,550,25
esporte_lazer,b0844a8d883adfd964cc47334177f89a,645,25,28,33,1,700,25
esporte_lazer,059fd0cc43081303f7c0d7770ab53d52,1753,29,56,33,1,11780,29
esporte_lazer,5016388edcd982069aa2d39a8a878da7,201,50,65,33,1,22800,42
esporte_lazer,f32941d7c00c56b8d7a3723c8ebb4be5,1277,40,32,33,1,22700,54
fashion_bolsas_e_acessorios,0f18321a5c6483ce8d2b2785f0c8f25d,406,8,16,33,1,200,11
fashion_bolsas_e_acessorios,c4f2546fff25a5789819a7b943505bcf,353,3,17,33,1,50,12
fashion_bolsas_e_acessorios,800f75019492a0d9ffb2483ae65b59f1,371,3,17,33,1,100,12
fashion_bolsas_e_acessorios,5ecccfce6630fa5c5e1a9aadb8e87599,199,9,24,33,1,200,16
fashion_roupa_masculina,e8c68ed99b73a85e2c22388f4a702bc0,54,40,30,33,1,500,11
fashion_roupa_masculina,005c6b24cc96dca3e2c01e824401030e,384,7,17,33,1,400,20
ferramentas_jardim,5a6eeab62396852f7d89b60ba3a73cce,109,22,16,33,1,300,11
ferramentas_jardim,a4f54c9dd963683598b8de115aa031be,157,16,16,33,1,150,12
ferramentas_jardim,f2169c25db6a579fde210bf8ce7ce9d7,1942,28,54,33,1,7750,28
ferramentas_jardim,41fe836a60674d3d25645e3698651f6b,574,12,34,33,1,1650,30
ferramentas_jardim,fec2d939a171210847d8f2d102f0dba5,825,10,32,33,1,8950,32
ferramentas_jardim,a58add0d4b913cb2fe2542b77bac6dc8,467,34,40,33,1,3700,33
ferramentas_jardim,547b95702aec86f05ac37e61d164891c,509,13,42,33,1,9100,39
informatica_acessorios,2f975d4e853248693e67f83c62669a6b,958,6,16,33,1,76,11
informatica_acessorios,3366363f84c6f967f12d15a59b1e7839,1303,13,31,33,1,200,11
informatica_acessorios,da721f960c721a863e6bd3ccf8ebb4de,70,11,60,33,1,180,11
informatica_acessorios,9fe30f5d977b4413525497a2bcec51b8,499,15,16,33,1,150,13
informatica_acessorios,e53e557d5a159f5aa2c5e995dfdf244b,256,10,17,33,1,180,13
informatica_acessorios,52d9fae94c2e139cde2318ee1e3a9d1f,308,5,19,33,1,200,13
informatica_acessorios,36f60d45225e60c7da4558b070ce4b60,300,11,19,33,1,207,14
informatica_acessorios,920413d47417d9b3e04095f1704409fb,321,12,19,33,1,375,14
informatica_acessorios,6d6c510f2222e168bf3b6b67e24c9535,273,12,16,33,1,517,15
informatica_acessorios,933c087730a6c93d94f4faa02ac3e37c,252,9,18,33,1,350,16
informatica_acessorios,c521928ebace180a62167ac012c9f2c9,252,9,18,33,1,400,16
informatica_acessorios,c5d2126afe1fab68d8a8ada87a270d1b,276,9,18,33,1,400,16
informatica_acessorios,7a5bda98ff522182a08c469d2d160ab3,277,9,18,33,1,450,16
informatica_acessorios,43a24e051b37c8e88accdfdeecddb71b,253,19,37,33,1,1000,19
informatica_acessorios,3275f9e184aa1d82aa1e2517017bda63,1084,2,41,33,1,200,29
la_cuisine,724c49c346d2979339d366fa59ce49de,532,30,30,33,1,3600,30
livros_interesse_geral,da1c125a132133be2843076977091223,1252,25,17,33,1,1400,11
livros_interesse_geral,52fd348f16b17dd9cd619bd0bec3dede,1337,27,18,33,1,500,11
livros_interesse_geral,f61dcc630f8ff11e80cf6870b1c0412a,1909,24,20,33,1,500,17
livros_interesse_geral,1d4e4fe443679ead3a7eb8680e8668d4,754,5,26,33,1,475,18
