First Contact Date,First Contact Date1,First Contact Month,First Contact Year,Landing Page Id,Mql Id (Marketing Qualified Leads),Origin
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,82028478fef3ab881990e8d1fb24ba3a,1e2da877e5d7479ab76792ffcead7a50,email
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,82028478fef3ab881990e8d1fb24ba3a,5ec388af0251a9721a06e051c6bda168,email
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,82028478fef3ab881990e8d1fb24ba3a,76d4ea939889f465fbd328c44cb0c3cd,email
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,82028478fef3ab881990e8d1fb24ba3a,97a57f2e25bb119e1a93d49477095f07,email
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,82028478fef3ab881990e8d1fb24ba3a,a8d73284b5d2d7a3251cd5fad424a476,email
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,82028478fef3ab881990e8d1fb24ba3a,b6c7646d9f04a2ea49daecc3acedb33e,email
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,dcaf9b9fe015f970d789e226c78dcc68,367fa572c7af343a43e2dbc5cbaef903,email
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,f3d15bbce65ef706388acb3d1c637a8b,501fe32ad8686901bb423ede39d6ce04,email
5/9/2018 2:00:00 AM,"May 9, 2018",May 2018,2018,7fa6590e1b6cc9f17eb5cfdcfad63d50,c54132b423e84e231137b096533d9c50,email
5/9/2018 2:00:00 AM,"May 9, 2018",May 2018,2018,82028478fef3ab881990e8d1fb24ba3a,01b04548cc5b5a18f025db4bf5f32064,email
5/9/2018 2:00:00 AM,"May 9, 2018",May 2018,2018,e492ee5eaf1697716985cc6f33f9cd9b,e640e8d3c3f0f3ac92f3178396cbe044,email
5/10/2018 2:00:00 AM,"May 10, 2018",May 2018,2018,7fa6590e1b6cc9f17eb5cfdcfad63d50,772be51775b3d732ec124eb9aef562f3,email
5/10/2018 2:00:00 AM,"May 10, 2018",May 2018,2018,d75a2371281f42d607be43b08bd74905,aca3eab528ac05b124ab0c7b11a3025a,email
5/13/2018 2:00:00 AM,"May 13, 2018",May 2018,2018,a7982125ff7aa3b2054c6e44f9d28522,f13684de18647e19fc4edacf6b285920,email
5/14/2018 2:00:00 AM,"May 14, 2018",May 2018,2018,fb58285f6f6c4e504dfa628de116cae8,a76650df1a9ed5ae6c11bce464aa2710,email
5/14/2018 2:00:00 AM,"May 14, 2018",May 2018,2018,fb58285f6f6c4e504dfa628de116cae8,ce1225eec668c580d0712889541626fc,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,6a110e795dd487f1cf8d7583671987af,0be577456fb1a66d81c667c32d051733,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,6a110e795dd487f1cf8d7583671987af,181449a8478703241021e2e2557351d2,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,6a110e795dd487f1cf8d7583671987af,3f7de138c8acede31e9a949fe5d6f9e8,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,6a110e795dd487f1cf8d7583671987af,4b86f03081bd4d9cfc59e51fccb9eb45,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,6a110e795dd487f1cf8d7583671987af,91bddefc9ad9dbaf5dda35f00081a00a,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,6a110e795dd487f1cf8d7583671987af,9c153a8ea88deab857daff598e62bcf8,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,bddebc4f4d44106c427bd00695840e64,cb9fad4d3a1f53ba5f5409eb8865ee00,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,d83b0d0e48c8447d1d5507a44027a955,48f02bed60a8daf40921885dc057107f,email
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,fb58285f6f6c4e504dfa628de116cae8,e4f7dd56f5b3d6db55c68937acdc288f,email
5/16/2018 2:00:00 AM,"May 16, 2018",May 2018,2018,6a110e795dd487f1cf8d7583671987af,401dbf72920e26fa6a117af833108674,email
5/16/2018 2:00:00 AM,"May 16, 2018",May 2018,2018,e492ee5eaf1697716985cc6f33f9cd9b,aa67a5155398e6ffede7cf8b4825fe39,email
5/17/2018 2:00:00 AM,"May 17, 2018",May 2018,2018,6a110e795dd487f1cf8d7583671987af,b5e10fae51d0cbda8537039a6a484fc6,email
5/17/2018 2:00:00 AM,"May 17, 2018",May 2018,2018,e42a14209c69c3e9cc6b042620465f12,cc0e12fa2fbc6425a7a810921be3eac3,email
5/18/2018 2:00:00 AM,"May 18, 2018",May 2018,2018,fc4db0e1e8dfd5a305da563f9b2fc192,33c9052ca7a0a2585b6e1bb4a91cf0fc,email
5/21/2018 2:00:00 AM,"May 21, 2018",May 2018,2018,330b9d44078a1ae5a221d655dcb77afa,20540c599746e70d0787f05c42f002bb,email
5/21/2018 2:00:00 AM,"May 21, 2018",May 2018,2018,330b9d44078a1ae5a221d655dcb77afa,be5701ad6a0f85ad1ddca69370aac3a3,email
5/21/2018 2:00:00 AM,"May 21, 2018",May 2018,2018,330b9d44078a1ae5a221d655dcb77afa,dbe5b26b5ed29d8c0e1daa96f2a92370,email
5/21/2018 2:00:00 AM,"May 21, 2018",May 2018,2018,431a558885d03bf98bc3747f78cdfab7,93eeb56ae2930647f2a428006b81d7ec,email
5/21/2018 2:00:00 AM,"May 21, 2018",May 2018,2018,65c9e96d17d8d12bc0ad3b2cde0bb8b7,56f2eaa35dee4797dc86b2c6e1bbfacc,email
5/22/2018 2:00:00 AM,"May 22, 2018",May 2018,2018,330b9d44078a1ae5a221d655dcb77afa,791ce193144bb15e4bdd2c1649b8c8f3,email
5/22/2018 2:00:00 AM,"May 22, 2018",May 2018,2018,5215a2f4c4cb554cb18c8de3b4f06df5,4b10621b1d422c19578583a0030ad7c8,email
5/22/2018 2:00:00 AM,"May 22, 2018",May 2018,2018,e42a14209c69c3e9cc6b042620465f12,1b9a2958ea60ecfadb3e39071801675f,email
5/22/2018 2:00:00 AM,"May 22, 2018",May 2018,2018,e42a14209c69c3e9cc6b042620465f12,85964acbaa00690472fbacd6a419a4b5,email
5/22/2018 2:00:00 AM,"May 22, 2018",May 2018,2018,ef8fd2bd651e9bede81dfb6e45480793,053126ddfffc6ab775ef39662e12cf52,email
5/22/2018 2:00:00 AM,"May 22, 2018",May 2018,2018,ef8fd2bd651e9bede81dfb6e45480793,32a5355165b939259198a1c4b53d57a0,email
5/22/2018 2:00:00 AM,"May 22, 2018",May 2018,2018,f017be4dbf86243af5c1ebed0cff36a2,b13432d01614c9d18263698af2837e1e,email
5/23/2018 2:00:00 AM,"May 23, 2018",May 2018,2018,e492ee5eaf1697716985cc6f33f9cd9b,966f9ee50b04f60e17b65e6b713acd9b,email
5/23/2018 2:00:00 AM,"May 23, 2018",May 2018,2018,ef8fd2bd651e9bede81dfb6e45480793,374c67709beb1e30efea927f6666f732,email
5/23/2018 2:00:00 AM,"May 23, 2018",May 2018,2018,fb58285f6f6c4e504dfa628de116cae8,6e44a15980d1d21fcbc528c9cc30556d,email
5/24/2018 2:00:00 AM,"May 24, 2018",May 2018,2018,ef8fd2bd651e9bede81dfb6e45480793,62e6ef4289415fbd34d46391682f84a7,email
5/24/2018 2:00:00 AM,"May 24, 2018",May 2018,2018,fb58285f6f6c4e504dfa628de116cae8,d52999d6422d80b186ce620e746627bc,email
5/25/2018 2:00:00 AM,"May 25, 2018",May 2018,2018,358adb2fee9a122549618e46925a00a5,cb5baa5a1c966f95c78dd39327f7dbd3,email
5/25/2018 2:00:00 AM,"May 25, 2018",May 2018,2018,7fa6590e1b6cc9f17eb5cfdcfad63d50,eef3298c9cda3e9623ea25d2230ec88e,email
5/26/2018 2:00:00 AM,"May 26, 2018",May 2018,2018,330b9d44078a1ae5a221d655dcb77afa,2270e891659e7141a8f83cb40206205f,email
5/26/2018 2:00:00 AM,"May 26, 2018",May 2018,2018,40acf2a9cf2fe4de391609431f40dfb7,a7aa1c160e1fcc5540ac260d4b236441,email
5/28/2018 2:00:00 AM,"May 28, 2018",May 2018,2018,330b9d44078a1ae5a221d655dcb77afa,460066ec29274e9c86d952a27dc83f5f,email
5/28/2018 2:00:00 AM,"May 28, 2018",May 2018,2018,daa9619c6f8ed06d059265dca0f9257f,58b1a71381e0d7e6c599ef6e5cd10a69,email
5/29/2018 2:00:00 AM,"May 29, 2018",May 2018,2018,40dec9f3d5259a3d2dbcdab2114fae47,d964a58a93323e99de31502ef22e3079,email
5/30/2018 2:00:00 AM,"May 30, 2018",May 2018,2018,bddebc4f4d44106c427bd00695840e64,0527dc6a05a520c0123d58da521a4a36,email
7/4/2017 2:00:00 AM,"July 4, 2017",July 2017,2017,22c29808c4f815213303f8933030604c,da03a6389035b1470aa3d49b3ba4360c,organic_search
7/4/2017 2:00:00 AM,"July 4, 2017",July 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,984a8710e96d3210d30c185060159555,organic_search
7/6/2017 2:00:00 AM,"July 6, 2017",July 2017,2017,061c3918f72d289ee93d5d8a06c15c2e,0c6067e0417d32f71a6a15556ee5d6c6,organic_search
7/6/2017 2:00:00 AM,"July 6, 2017",July 2017,2017,c797693346e9dcf3275d3e40bc3ddc1d,3126ed973cbecde2bbffe419f139f456,organic_search
7/7/2017 2:00:00 AM,"July 7, 2017",July 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,fea42d70f2e3905853625e0e9762120f,organic_search
7/7/2017 2:00:00 AM,"July 7, 2017",July 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,ce651728d53387a4dc56052bc6d035dd,organic_search
7/10/2017 2:00:00 AM,"July 10, 2017",July 2017,2017,007f9098284a86ee80ddeb25d53e0af8,2210bc8c8682f678d552ff7add41b418,organic_search
7/10/2017 2:00:00 AM,"July 10, 2017",July 2017,2017,acd502dc52a068d7c4014af6d5dbcd11,54aba384bebf7d76045bc3dad7251d5b,organic_search
7/10/2017 2:00:00 AM,"July 10, 2017",July 2017,2017,ee3c3bad6ed3eb9d5de56688d1f9c91b,7a456d7f29b4e7e92bb9a14c24dce430,organic_search
7/10/2017 2:00:00 AM,"July 10, 2017",July 2017,2017,ee3c3bad6ed3eb9d5de56688d1f9c91b,ececf8310d5c47ae7dbdf1cda6163c72,organic_search
7/11/2017 2:00:00 AM,"July 11, 2017",July 2017,2017,0d43fc5a5096c416d3b7b492564293da,9e925259d9d363b290c7e47209cd2ad7,organic_search
7/12/2017 2:00:00 AM,"July 12, 2017",July 2017,2017,061c3918f72d289ee93d5d8a06c15c2e,6278beac6c3ae5fa0c9f999e787d1573,organic_search
7/12/2017 2:00:00 AM,"July 12, 2017",July 2017,2017,31aa231b755f09653f48e41c110c8860,2a5f614fbd6b69fd6695ae213d63eef0,organic_search
7/12/2017 2:00:00 AM,"July 12, 2017",July 2017,2017,a56671a54260a44923d32c2f08fad39c,75055e7261261adfc923e0e5434455bd,organic_search
7/12/2017 2:00:00 AM,"July 12, 2017",July 2017,2017,ef0b482996664cc1107b9051efd3ca84,9e1d543470b52e6e0f51881b091d9a18,organic_search
7/13/2017 2:00:00 AM,"July 13, 2017",July 2017,2017,a56671a54260a44923d32c2f08fad39c,bb2dba24644723c5ee4d687215836391,organic_search
7/13/2017 2:00:00 AM,"July 13, 2017",July 2017,2017,ee3c3bad6ed3eb9d5de56688d1f9c91b,f902f09c48aac5fdbdc389271d704daa,organic_search
7/14/2017 2:00:00 AM,"July 14, 2017",July 2017,2017,a56671a54260a44923d32c2f08fad39c,f29fa72991dafa0ab83a053e89b9866a,organic_search
7/15/2017 2:00:00 AM,"July 15, 2017",July 2017,2017,5f8ff9510f85e3e9dcb1d74965bf8d48,dd0e5d3313b032ce56c959d25e1beee1,organic_search
7/17/2017 2:00:00 AM,"July 17, 2017",July 2017,2017,aab63be06a8939d2a0aefdc8d8c2fdf0,627fb92e3ebba0b88ce4a16d38f53e37,organic_search
7/17/2017 2:00:00 AM,"July 17, 2017",July 2017,2017,e492ee5eaf1697716985cc6f33f9cd9b,6acf2725b339ee1695ebf86253f75221,organic_search
7/17/2017 2:00:00 AM,"July 17, 2017",July 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,c634461583738aa142215561fe7f0248,organic_search
7/18/2017 2:00:00 AM,"July 18, 2017",July 2017,2017,b48ec5f3b04e9068441002a19df93c6c,85c8395916ffc2198dd670da1b20d108,organic_search
7/19/2017 2:00:00 AM,"July 19, 2017",July 2017,2017,22c29808c4f815213303f8933030604c,86d4303e4f27966fade0cf152d9ae234,organic_search
7/19/2017 2:00:00 AM,"July 19, 2017",July 2017,2017,22c29808c4f815213303f8933030604c,fc37e65a7707ffd0f78dc0f561c25887,organic_search
7/19/2017 2:00:00 AM,"July 19, 2017",July 2017,2017,3251617f7f52477cfa4689dae4c10322,3a3fbf606d98da42ecaf1ed523ee083c,organic_search
7/19/2017 2:00:00 AM,"July 19, 2017",July 2017,2017,5ce25abc7206b8285aa756867eb2c590,f970d678e6dd06c055be0ba1113664ab,organic_search
7/19/2017 2:00:00 AM,"July 19, 2017",July 2017,2017,7fa6214d82e911d070f51ef79381b956,3a03f9afd886282d8d1de4e0af465056,organic_search
7/19/2017 2:00:00 AM,"July 19, 2017",July 2017,2017,c2f7f172d3275d27cba772ab70ac3052,9c37f52f0de5fb6ee4ee1d8cb7a0b085,organic_search
7/19/2017 2:00:00 AM,"July 19, 2017",July 2017,2017,ce7bafe02f8fb1a3f15f52a9c239d0ef,afb385227f5ff1dcd5c746974baf1060,organic_search
7/20/2017 2:00:00 AM,"July 20, 2017",July 2017,2017,22c29808c4f815213303f8933030604c,b2a242690f117309099b7a561b605e9e,organic_search
7/20/2017 2:00:00 AM,"July 20, 2017",July 2017,2017,ce7bafe02f8fb1a3f15f52a9c239d0ef,6121a3272f178b1627bbe55eab85cd78,organic_search
7/20/2017 2:00:00 AM,"July 20, 2017",July 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,23de35e670b2ced8c8a7ed4b915df4b7,organic_search
7/20/2017 2:00:00 AM,"July 20, 2017",July 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,6a12f708b55e1bfdd870fc3ed6292b1b,organic_search
7/21/2017 2:00:00 AM,"July 21, 2017",July 2017,2017,09949e05e2c5fa4ba780fe27213bc575,3713d66bff68568a81cc5bfd409a3703,organic_search
7/21/2017 2:00:00 AM,"July 21, 2017",July 2017,2017,1694e838dffa97f640fcfa35e86e438e,222aaac522b686a196dc52372498ac8f,organic_search
7/21/2017 2:00:00 AM,"July 21, 2017",July 2017,2017,ef0b482996664cc1107b9051efd3ca84,e3a0629cee6dbd0a211ab379a406f0fb,organic_search
7/23/2017 2:00:00 AM,"July 23, 2017",July 2017,2017,92bd5f77d493a36dac9bddb66d1b9dbf,4cd32d6e6c24dad2afe99e445b936b66,organic_search
7/25/2017 2:00:00 AM,"July 25, 2017",July 2017,2017,7eb40e4e44fef8bff604b621119446c7,45c8951d7a63d3827f1d45d2ac103dfd,organic_search
7/25/2017 2:00:00 AM,"July 25, 2017",July 2017,2017,8515f4df7468489ed6bced112f86e360,65bc6b569d41780546eeb0d5b63626f2,organic_search
7/27/2017 2:00:00 AM,"July 27, 2017",July 2017,2017,65d9f9d71e562365e8b44037c2888d98,32e22c26cece29777049a84adf05f465,organic_search
7/27/2017 2:00:00 AM,"July 27, 2017",July 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,29ac0835a14c551405ff79715374bd05,organic_search
7/27/2017 2:00:00 AM,"July 27, 2017",July 2017,2017,ef0b482996664cc1107b9051efd3ca84,13bfa3b0c77bec4598bc7fe923d12972,organic_search
7/29/2017 2:00:00 AM,"July 29, 2017",July 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,150c1a63c456776f622da0602c807f2a,organic_search
7/31/2017 2:00:00 AM,"July 31, 2017",July 2017,2017,3b86d7e8c33da2767ad2af9782f383d5,af074edfb4940be0ed1d4fcfc4ea0dee,organic_search
7/31/2017 2:00:00 AM,"July 31, 2017",July 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,0fca245d13ae0fde217d65da2aeaebdc,organic_search
7/31/2017 2:00:00 AM,"July 31, 2017",July 2017,2017,b76ef37428e6799c421989521c0e5077,e50bea89361ff267664d517a596ac387,organic_search
8/1/2017 2:00:00 AM,"August 1, 2017",August 2017,2017,3683ba5726e741af4b8b02bcaef4e7b3,2f88d23e18b9c290f92240a327d865e8,organic_search
8/1/2017 2:00:00 AM,"August 1, 2017",August 2017,2017,3b86d7e8c33da2767ad2af9782f383d5,1edd33b030fca4ea748c10bae11a7946,organic_search
8/1/2017 2:00:00 AM,"August 1, 2017",August 2017,2017,3b86d7e8c33da2767ad2af9782f383d5,7da2a111a3dcb315e625bd2fc4ea2393,organic_search
8/1/2017 2:00:00 AM,"August 1, 2017",August 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,56497e4ee7adaa68126174b985b7081c,organic_search
8/1/2017 2:00:00 AM,"August 1, 2017",August 2017,2017,872eb32141128a5320bfe7b8cf80fc14,18b30c4ac2b116fdb322b3a7f749979e,organic_search
8/1/2017 2:00:00 AM,"August 1, 2017",August 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,3ed01b2f00d103d14fc020557a7c6ee2,organic_search
8/2/2017 2:00:00 AM,"August 2, 2017",August 2017,2017,0218f6be0b76aca72ab4d00ee9e8cf10,36d3be4cf501c5ad9e07d3e2507b181a,organic_search
8/2/2017 2:00:00 AM,"August 2, 2017",August 2017,2017,3b86d7e8c33da2767ad2af9782f383d5,3570b5f72981d5b8610852a8d33a6f27,organic_search
8/2/2017 2:00:00 AM,"August 2, 2017",August 2017,2017,e492ee5eaf1697716985cc6f33f9cd9b,45af559f3798063d200ffcd455f90e5f,organic_search
8/2/2017 2:00:00 AM,"August 2, 2017",August 2017,2017,e92a6f37ebb87a6bfbc569d439cf1635,48c166e714c21cbdb72f2e85d87fb118,organic_search
8/3/2017 2:00:00 AM,"August 3, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,b3f634f6e02425702178395dfe6f062a,organic_search
8/3/2017 2:00:00 AM,"August 3, 2017",August 2017,2017,92bd5f77d493a36dac9bddb66d1b9dbf,197410d59aa228e0c9af78e1950d2381,organic_search
8/3/2017 2:00:00 AM,"August 3, 2017",August 2017,2017,b6cd08ac77c501fd6857f7916d2c24f3,b6ad337fad5d5dcaac313e78183ebf61,organic_search
8/3/2017 2:00:00 AM,"August 3, 2017",August 2017,2017,e492ee5eaf1697716985cc6f33f9cd9b,5bfcc918b4ac11cfd8c4a49e73bfa882,organic_search
8/4/2017 2:00:00 AM,"August 4, 2017",August 2017,2017,1694e838dffa97f640fcfa35e86e438e,7c365ebfc34003c40033cc47f6116dd1,organic_search
8/4/2017 2:00:00 AM,"August 4, 2017",August 2017,2017,e492ee5eaf1697716985cc6f33f9cd9b,a908989e899dc4f8273b76094426e9fe,organic_search
8/5/2017 2:00:00 AM,"August 5, 2017",August 2017,2017,e492ee5eaf1697716985cc6f33f9cd9b,245149b06f14727ef0eb8c159cc246d6,organic_search
8/6/2017 2:00:00 AM,"August 6, 2017",August 2017,2017,e022029a28bad406d6f3e74512ebebc2,2c9aabda8931c46b74753eb6dd9136dd,organic_search
8/7/2017 2:00:00 AM,"August 7, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,5bdfc8950800e8a6df47cf78a8413d9c,organic_search
8/7/2017 2:00:00 AM,"August 7, 2017",August 2017,2017,65d9f9d71e562365e8b44037c2888d98,813c26fc0c3bf64573a10eafb3f8e5ee,organic_search
8/7/2017 2:00:00 AM,"August 7, 2017",August 2017,2017,c70eb6fb5bd6e939b0d5ef32f21f61e8,e9a0ddc40651a765e246e1f4b8c3d3c8,organic_search
8/7/2017 2:00:00 AM,"August 7, 2017",August 2017,2017,d7549bc9744c53d31a4a1abc7fb7b5ee,4ee3f0492290c6f29384ec280a7bd715,organic_search
8/7/2017 2:00:00 AM,"August 7, 2017",August 2017,2017,d7549bc9744c53d31a4a1abc7fb7b5ee,68c20262d2657796f56d2101e46b3e73,organic_search
8/7/2017 2:00:00 AM,"August 7, 2017",August 2017,2017,e492ee5eaf1697716985cc6f33f9cd9b,082a1d41243d3f37ae65ba1c9d0e2b57,organic_search
8/8/2017 2:00:00 AM,"August 8, 2017",August 2017,2017,007f9098284a86ee80ddeb25d53e0af8,9022449a6088c336116c9b5fe457c700,organic_search
8/8/2017 2:00:00 AM,"August 8, 2017",August 2017,2017,ce7bafe02f8fb1a3f15f52a9c239d0ef,e29b0e21fb5035674413d42d83931ca9,organic_search
8/9/2017 2:00:00 AM,"August 9, 2017",August 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,4fa0d97504185879b6e7524dda47d98b,organic_search
8/10/2017 2:00:00 AM,"August 10, 2017",August 2017,2017,57d5edb1844a746128fd1274524b94c7,3ad933a1f8e366828cbfc88b038fa41e,organic_search
8/10/2017 2:00:00 AM,"August 10, 2017",August 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,3dc55387cb95423475a19dea9e939b87,organic_search
8/10/2017 2:00:00 AM,"August 10, 2017",August 2017,2017,c555aa36478386fdf85a2d0ca5cd0ff8,fb77fa236d1bb1ce3973d53b8576c3eb,organic_search
8/11/2017 2:00:00 AM,"August 11, 2017",August 2017,2017,c70eb6fb5bd6e939b0d5ef32f21f61e8,4adef779a21771e0a5619a2157c8c22a,organic_search
8/12/2017 2:00:00 AM,"August 12, 2017",August 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,76033d11df25bb5c050fea077e1b02b6,organic_search
8/13/2017 2:00:00 AM,"August 13, 2017",August 2017,2017,0d43fc5a5096c416d3b7b492564293da,6be412e46a02d4bd7115c929f91a36cd,organic_search
8/14/2017 2:00:00 AM,"August 14, 2017",August 2017,2017,1722481ac9e5371e5099dea226b5421d,4123c19231c19717ad706a848caa2842,organic_search
8/14/2017 2:00:00 AM,"August 14, 2017",August 2017,2017,76d33b7836dd4396f9dd310392f570f8,26c8106f0f28bd50208678b59c7f722d,organic_search
8/14/2017 2:00:00 AM,"August 14, 2017",August 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,cc5fa5d3ae683cca46d75d9066d3d0d9,organic_search
8/14/2017 2:00:00 AM,"August 14, 2017",August 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,f1678636cab6fa77c76a9264ea9963a7,organic_search
8/14/2017 2:00:00 AM,"August 14, 2017",August 2017,2017,aeac92c0f5ae22a04ed3b746cce3a1b6,c70370bf064170a05f1e3e95de3ea26f,organic_search
8/14/2017 2:00:00 AM,"August 14, 2017",August 2017,2017,b48ec5f3b04e9068441002a19df93c6c,3af7e700968700884b9da655b280a267,organic_search
8/14/2017 2:00:00 AM,"August 14, 2017",August 2017,2017,b76ef37428e6799c421989521c0e5077,e9433fc14b27c2c907dad393b9c2626d,organic_search
8/14/2017 2:00:00 AM,"August 14, 2017",August 2017,2017,ef0b482996664cc1107b9051efd3ca84,9d373d451beddb6c6a1134876433d259,organic_search
8/15/2017 2:00:00 AM,"August 15, 2017",August 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,abdcaa8e62fa9a0e2e86a0564d11bde4,organic_search
8/15/2017 2:00:00 AM,"August 15, 2017",August 2017,2017,83ccc33d426eab8a3db70bd15aba46b8,b899aa15c56fee62bcea0903b59b18fe,organic_search
8/15/2017 2:00:00 AM,"August 15, 2017",August 2017,2017,92bd5f77d493a36dac9bddb66d1b9dbf,aedd87de3760230b3c1e74e37b875a38,organic_search
8/15/2017 2:00:00 AM,"August 15, 2017",August 2017,2017,aeac92c0f5ae22a04ed3b746cce3a1b6,bf3b50067c565f050a653d29f443ccf8,organic_search
8/15/2017 2:00:00 AM,"August 15, 2017",August 2017,2017,f017be4dbf86243af5c1ebed0cff36a2,5ca177e9af12f0d5d9c4c72668c81b63,organic_search
8/16/2017 2:00:00 AM,"August 16, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,b2e65e738c327d1a8c3c27092d00b6c1,organic_search
8/16/2017 2:00:00 AM,"August 16, 2017",August 2017,2017,5209e2e679d32a6619feb6942702fd14,ca66c4195dbebc6f59ceaf0e10629664,organic_search
8/16/2017 2:00:00 AM,"August 16, 2017",August 2017,2017,ef0b482996664cc1107b9051efd3ca84,7ffd8ebf0f316956c827375501307e10,organic_search
8/16/2017 2:00:00 AM,"August 16, 2017",August 2017,2017,ef0b482996664cc1107b9051efd3ca84,80f36a558ab7295d37bc67fbb7737963,organic_search
8/16/2017 2:00:00 AM,"August 16, 2017",August 2017,2017,f017be4dbf86243af5c1ebed0cff36a2,1f3a4f7715b9fd855595b4836101ec30,organic_search
8/16/2017 2:00:00 AM,"August 16, 2017",August 2017,2017,f017be4dbf86243af5c1ebed0cff36a2,4e12a64387b9e833d5a82b5ce26b4a50,organic_search
8/16/2017 2:00:00 AM,"August 16, 2017",August 2017,2017,f017be4dbf86243af5c1ebed0cff36a2,918b71f2ac42210cfae2f82b777c1f27,organic_search
8/17/2017 2:00:00 AM,"August 17, 2017",August 2017,2017,128d8c3f32b8aa66b5bcbe4e26dfc78d,00f42382da08bb47df2585a2590be0a7,organic_search
8/17/2017 2:00:00 AM,"August 17, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,72b88a3d3980100f04f225a780c2dc20,organic_search
8/17/2017 2:00:00 AM,"August 17, 2017",August 2017,2017,65d9f9d71e562365e8b44037c2888d98,0a69873505351b9ef0f5f8dec2752e0b,organic_search
8/17/2017 2:00:00 AM,"August 17, 2017",August 2017,2017,b51b5a040fd76d72567c599481147956,5be5a7506bfc5ce83afa8354f9ac5fff,organic_search
8/18/2017 2:00:00 AM,"August 18, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,63fb561c81923bcdbb86140a1801305d,organic_search
8/18/2017 2:00:00 AM,"August 18, 2017",August 2017,2017,30077c17f2ec5010a82e37ad8925b95f,e903c166f2335f821f495e4419b4821b,organic_search
8/18/2017 2:00:00 AM,"August 18, 2017",August 2017,2017,a0fbc0263cb98bdb0d72b9f9f283a172,9554b1e815bd9412c45cf4cc459288bc,organic_search
8/18/2017 2:00:00 AM,"August 18, 2017",August 2017,2017,f017be4dbf86243af5c1ebed0cff36a2,20818537cc5cb1fe3dd50baf7c362808,organic_search
8/19/2017 2:00:00 AM,"August 19, 2017",August 2017,2017,15cf89bab2c3163b4f9d8601d108f8b2,8ea72b15523ac50dca6a1370d803eb19,organic_search
8/20/2017 2:00:00 AM,"August 20, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,2f201f1f5c6089c6ceb7086dd22d6447,organic_search
8/20/2017 2:00:00 AM,"August 20, 2017",August 2017,2017,898cd726567d811ec9166b950696f511,aa37b70bbe5a37d659bf67dee2ca9492,organic_search
8/21/2017 2:00:00 AM,"August 21, 2017",August 2017,2017,007f9098284a86ee80ddeb25d53e0af8,f23a13a09954dada8fad3e0691dfcf0f,organic_search
8/21/2017 2:00:00 AM,"August 21, 2017",August 2017,2017,128d8c3f32b8aa66b5bcbe4e26dfc78d,dd813fde7c3bf5f3b947d7d401d8fba4,organic_search
8/21/2017 2:00:00 AM,"August 21, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,3946286620b2e1ed380a77193fb7add7,organic_search
8/21/2017 2:00:00 AM,"August 21, 2017",August 2017,2017,b48ec5f3b04e9068441002a19df93c6c,c4f48c98a227f6dd2cdbd6a30dac6082,organic_search
8/21/2017 2:00:00 AM,"August 21, 2017",August 2017,2017,d7549bc9744c53d31a4a1abc7fb7b5ee,8ed16b12adc574bb06ec2cb2f5479952,organic_search
